"SPECIES_ID","SPECIES_NAME","ALPHA_CODE","TAXONOMIC_ORDER","SCI_NAME","RECOMENDSIZE","ALLOWABLESIZE","ENDANGERED","RAPTOR","GAMEBIRD"
"2610","Upland Sandpiper","UPSA",323,"Bartramia longicauda","3, 2A","3, 2A","","",""
"2620","Buff-breasted Sandpiper","BBSA",351,"Calidris  subruficollis","1A","1A","","",""
"2630","Spotted Sandpiper","SPSA",313,"Actitis macularius","1B, 1A","1B, 1A, 1D","","",""
"2631","Common Sandpiper","COSA",312,"Actitis hypoleucos","1B, 1A","1B, 1A","","",""
"2640","Long-billed Curlew","LBCU",326,"Numenius americanus","5, 4A, 5A","5, 4A, 5A, 4, 6","","",""
"2650","Whimbrel","WHIM",324,"Numenius phaeopus","4, 4A","4, 4A","","",""
"2680","Bristle-thighed Curlew","BTCU",325,"Numenius tahitiensis","4A, 5","4A, 5, 4","","",""
"2700","Black-bellied Plover","BBPL",294,"Pluvialis squatarola","3, 3B, 3A","3, 3B, 3A","","",""
"2720","American Golden-Plover","AMGP",296,"Pluvialis dominica","3, 2A, 2","3, 2A, 2, 3B","","",""
"2721","Pacific Golden-Plover","PAGP",297,"Pluvialis fulva","3, 2A, 2","3, 2A, 2, 3B","","",""
"2729","Lesser Golden-Plover","LEGP",298,"","3, 2A, 2","3, 2A, 2, 3B","","",""
"2730","Killdeer","KILL",306,"Charadrius vociferus","2, 2A, 1D","2, 2A, 1D, 1A, 3","","",""
"2740","Semipalmated Plover","SEPL",304,"Charadrius semipalmatus","1A, 1B, 1D","1A, 1B, 1D, 1, 1P","","",""
"2750","Common Ringed Plover","CRPL",303,"Charadrius hiaticula","1A, 1B","1A, 1B","","",""
"2770","Piping Plover","PIPL",305,"Charadrius melodus","1A, 1B","1A, 1B","Y","",""
"2780","Snowy Plover","SNPL",300,"Charadrius nivosus","1P","1P, 1A, 1B","","",""
"2781","Western Snowy Plover","WSPL",301,"Charadrius nivosus nivosus","1P","1P, 1A, 1B","Y","",""
"2790","Lesser Sand-Plover","LRSP",299,"Charadrius mongolus","3","3","","",""
"2800","Wilson's Plover","WIPL",302,"Charadrius wilsonia","1D, 1A, 2","1D, 1A, 2","","",""
"2810","Mountain Plover","MOPL",307,"Charadrius montanus","2, 3","2, 3, 2A, 3A, 3B","Alberta, Saskatchewan","",""
"2820","Surfbird","SURF",335,"Calidris virgata","2A, 3, 2","2A, 3, 2","","",""
"2830","Ruddy Turnstone","RUTU",331,"Arenaria interpres","2A, 2, 3","2A, 2, 3, 3B","","",""
"2840","Black Turnstone","BLTU",332,"Arenaria melanocephala","2A, 2","2A, 2, 3","","",""
"2860","American Oystercatcher","AMOY",291,"Haematopus palliatus","5A, 5, 6","5A, 5, 6","","",""
"2870","Black Oystercatcher","BLOY",292,"Haematopus bachmani","5, 5A","5, 5A, 6","","",""
"2880","Northern Jacana","NOJA",311,"Jacana spinosa","3A","3A, 3B, 4","","",""
"3120","Band-tailed Pigeon","BTPI",463,"Patagioenas fasciata","5, 5A","5, 5A","","","Y"
"3121","Plain Pigeon","PLPI",461,"Patagioenas inornata","5","5","Y","",""
"3130","Red-billed Pigeon","RBPI",460,"Patagioenas flavirostris","5","5","","",""
"3140","White-crowned Pigeon","WCPI",459,"Patagioenas leucocephala","4, 4A","4, 4A, 3A","","","Y"
"3141","Scaly-naped Pigeon","SNPI",458,"Patagioenas squamosa","5","5","","","Y"
"3151","Spotted Dove","SPDO",467,"Streptopelia chinensis","3A, 4","3A, 4, 3B","","",""
"3152","African Collared-Dove","AFCD",465,"Streptopelia roseogrisea","4, 4A","4, 4A, 3A","","",""
"3153","Zebra Dove","ZEBD",468,"Geopelia striata","3, 2","3, 2","","",""
"3154","White-throated Ground-Dove","WTGD",473,"Alopecoenas xanthonurus","4, 3A","4, 3A","","",""
"3155","Mariana Fruit Dove","MAFD",477,"Ptilinopus roseicapilla","3A, 3B","3A, 3B","","",""
"3158","Philippine Turtle-Dove","PHTD",464,"Streptopelia bitorquata","4, 3A","4, 3A, 3B","","",""
"3159","Eurasian Collared-Dove","ECDO",466,"Streptopelia decaocto","4A, 4","4A, 4, 3A","","",""
"3160","Mourning Dove","MODO",486,"Zenaida macroura","3A, 3B","3A, 3B, 3, 4","","","Y"
"3161","Eared Dove","EADO",485,"Zenaida auriculata","3A","3A","","","Y"
"3170","Zenaida Dove","ZEND",484,"Zenaida aurita","4, 3A","4, 3A, 3B, 4A","","","Y"
"3180","White-tipped Dove","WTDO",481,"Leptotila verreauxi","3A, 4, 3B","3A, 4, 3B","","","Y"
"3181","Caribbean Dove","CADO",482,"Leptotila jamaicensis","3A","3A","","",""
"3190","White-winged Dove","WWDO",483,"Zenaida asiatica","4, 3A","4, 3A, 4A","","","Y"
"3200","Common Ground-Dove","COGD",470,"Columbina passerina","2, 1D","2, 1D, 1A","","",""
"3201","Ruddy Ground-Dove","RUGD",471,"Columbina talpacoti","2","2","","",""
"3210","Inca Dove","INDO",469,"Columbina inca","2, 3","2, 3, 1D","","",""
"3220","Key West Quail-Dove","KWQD",479,"Geotrygon chrysia","3A, 4","3A, 4, 3B","","",""
"3221","Ruddy Quail-Dove","RUQD",472,"Geotrygon montana","3A, 4, 3B","3A, 4, 3B, 3","","",""
"3222","Bridled Quail-Dove","BRQD",480,"Geotrygon mystacea","3A, 4","3A, 4","","",""
"3240","California Condor","CALC",231,"Gymnogyps californianus","8V","8V","Y","",""
"3250","Turkey Vulture","TUVU",230,"Cathartes aura","8V","8V","","",""
"3260","Black Vulture","BLVU",229,"Coragyps atratus","8V","8V","","",""
"3270","Swallow-tailed Kite","STKI",234,"Elanoides forficatus","6","6, 5","","Y",""
"3271","Hook-billed Kite","HBKI",233,"Chondrohierax uncinatus","6, 7A","6, 7A","","Y",""
"3280","White-tailed Kite","WTKI",235,"Elanus leucurus","6, 5","6, 5","","Y",""
"3290","Mississippi Kite","MIKI",237,"Ictinia mississippiensis","5","5, 4A","","Y",""
"3300","Snail Kite","SNKI",236,"Rostrhamus sociabilis","6","6, 5","Y","",""
"3310","Northern Harrier","NOHA",239,"Circus hudsonius","M: 4, 4A / F: 5, 5A, 6","M: 4, 4A, 5 / F: 5, 5A, 6, 4","","Y",""
"3320","Sharp-shinned Hawk","SSHA",240,"Accipiter striatus","M: 2, 3 / F: 3B, 3A, 3","M: 2, 3, 3A, 3B / F: 3B, 3A, 3, 2, 4","","Y",""
"3321","Puerto Rican Sharp-shinned Hawk","PSSH",241,"Accipiter striatus venator","M: 2, 3 / F: 3, 3B","M: 2, 3 / F: 3, 3B, 3A","Y","",""
"3330","Cooper's Hawk","COHA",242,"Accipiter cooperii","M: 4, 4A, 5 / F: 5, 6, 4A, 5A","M: 4, 4A, 5 / F: 5, 6, 4A, 5A","","Y",""
"3340","Northern Goshawk","NOGO",243,"Accipiter gentilis","M: 6, 7A / F: 7A, 7B","M: 6, 7A / F: 7A, 7B","British Columbia","Y",""
"3350","Harris's Hawk","HRSH",245,"Parabuteo unicinctus","7A, 7B, 6","7A, 7B, 6","","Y",""
"3370","Red-tailed Hawk","RTHA",256,"Buteo jamaicensis","7B, 7D, 7A","7B, 7D, 7A, 7, 8","","Y",""
"3380","Harlan's Hawk","HRLH",257,"Buteo jamaicensis harlani","7B, 7A, 7D","7B, 7A, 7D, 7","","Y",""
"3390","Red-shouldered Hawk","RSHA",247,"Buteo lineatus","6, 5, 7A","6, 5, 7A, 5A","","Y",""
"3400","Zone-tailed Hawk","ZTHA",254,"Buteo albonotatus","7A, 6","7A, 6","","Y",""
"3410","White-tailed Hawk","WTHA",253,"Geranoaetus albicaudatus","7A, 7B","7A, 7B","","Y",""
"3420","Swainson's Hawk","SWHA",252,"Buteo swainsoni","M: 7A, 6 / F: 7A, 7B","M: 7A, 6 / F: 7A, 7B","","Y",""
"3430","Broad-winged Hawk","BWHA",248,"Buteo platypterus","5, 6","5, 6, 5A","","Y",""
"3431","Roadside Hawk","ROHA",246,"Rupornis magnirostris","5","5","","Y",""
"3432","Puerto Rican Broad-winged Hawk","PBWH",249,"Buteo platypterus brunnescens","6","6","Y","",""
"3440","Short-tailed Hawk","STHA",251,"Buteo brachyurus","6","6, 5","","Y",""
"3441","Hawaiian Hawk","HWHA",255,"Buteo solitarius","6, 7A","6, 7A","Y","",""
"3450","Common Black Hawk","CBHA",244,"Buteogallus anthracinus","7A, 6","7A, 6, 7B","","Y",""
"3460","Gray Hawk","GRHA",250,"Buteo plagiatus","6, 7A","6, 7A","","Y",""
"3470","Rough-legged Hawk","RLHA",259,"Buteo lagopus","M: 7A, 7B, 6 / F: 7B, 7A, 7D","M: 7A, 7B, 6, 7 / F: 7B, 7A, 7D, 7","","Y",""
"3480","Ferruginous Hawk","FEHA",258,"Buteo regalis","7D, 8, 7B, 7A","7D, 8, 7B, 7A, 7","Alberta, Manitoba, Saskatchewan","Y",""
"3490","Golden Eagle","GOEA",260,"Aquila chrysaetos","9, 9A, 9C","9, 9A, 9C","","",""
"3520","Bald Eagle","BAEA",238,"Haliaeetus leucocephalus","9, 8A, 9A","9, 8A, 9A, 8","","",""
"3540","Gyrfalcon","GYRF",616,"Falco rusticolus","7B","M: 7B, 7A / F: 7B, 7D","","Y",""
"3550","Prairie Falcon","PRFA",618,"Falco mexicanus","M: 6, 7A, 5 / F: 7A, 7B, 6","M: 6, 7A, 5 / F: 7A, 7B, 6","","Y",""
"3560","Peregrine Falcon","PEFA",617,"Falco peregrinus","M: 6, 7A / F: 7A, 7B","M: 6, 7A, 7B / F: 7A, 7B, 6","","Y",""
"3570","Merlin","MERL",614,"Falco columbarius","M: 3, 3B, 3A / F: 4, 3A, 3B","M: 3, 3B, 3A, 4 / F: 4, 3A, 3B","","Y",""
"3590","Aplomado Falcon","APFA",615,"Falco femoralis","M: 4 / F: 5","M: 4 / F: 5","Y","",""
"3591","Eurasian Kestrel","EUKE",612,"Falco tinnunculus","3B, 4","3B, 4","","Y",""
"3600","American Kestrel","AMKE",613,"Falco sparverius","3B, 3A, 3","3B, 3A, 3","","Y",""
"3620","Crested Caracara","CRCA",610,"Caracara cheriway","7A, 7B","7A, 7B","","Y",""
"3621","Audubon's Crested Caracara","ACCA",611,"Polyborus plancus audubonii","7A, 7B","7A, 7B","Y","",""
"3640","Osprey","OSPR",232,"Pandion haliaetus","8, 7D","8, 7D","","Y",""
"3650","Barn Owl","BNOW",496,"Tyto alba","6, 7A","6, 7A, 7B","British Columbia, Ontario, Québec","",""
"3660","Long-eared Owl","LEOW",517,"Asio otus","6, 5","6, 5, 5A","","",""
"3670","Short-eared Owl","SEOW",518,"Asio flammeus","6","6, 5, 5A, 7A","","",""
"3680","Barred Owl","BDOW",515,"Strix varia","7B, 7D","7B, 7D, 7A, 8","","",""
"3686","Spotted X Barred Owl Hybrid","SBOH",511,"","7B","7B","","",""
"3691","California Spotted Owl","CSOW",512,"Strix occidentalis occidentalis","7B, 7A","7B, 7A, 7D","","",""
"3692","Northern Spotted Owl","NSOW",513,"Strix occidentalis caurina","7B, 7A","7B, 7A, 7D","Y","",""
"3693","Mexican Spotted Owl","MSOW",514,"Strix occidentalis lucida","7B, 7A","7B, 7A","Y","",""
"3700","Great Gray Owl","GGOW",516,"Strix nebulosa","8","8, 7D","","",""
"3710","Boreal Owl","BOOW",519,"Aegolius funereus","5, 6","5, 6, 5A","","",""
"3720","Northern Saw-whet Owl","NSWO",520,"Aegolius acadicus","4, 3A, 4A","4, 3A, 4A","British Columbia","",""
"3730","Eastern Screech-Owl","EASO",500,"Megascops asio","5, 4A, 4","5, 4A, 4, 6","","",""
"3731","Whiskered Screech-Owl","WHSO",501,"Megascops trichopsis","4, 3A","4, 3A, 3B","","",""
"3732","Western Screech-Owl","WESO",499,"Megascops kennicottii","5, 4A, 4","5, 4A, 4","British Columbia","",""
"3734","Puerto Rican Screech-Owl","PRSO",502,"Megascops nudipes","4, 4A","4, 4A, 5","","",""
"3740","Flammulated Owl","FLOW",498,"Psiloscops flammeolus","3, 3B, 2","3, 3B, 2, 3A","","",""
"3750","Great Horned Owl","GHOW",503,"Bubo virginianus","8, 8A, 9, 7D","8, 8A, 9, 7D","","",""
"3760","Snowy Owl","SNOW",504,"Bubo scandiacus","8A, 8, 9","8A, 8, 9","","",""
"3770","Northern Hawk Owl","NHOW",505,"Surnia ulula","7A, 7B","7A, 7B","","",""
"3780","Burrowing Owl","BUOW",509,"Athene cunicularia","4","4, 3A, 4A, 4V","Alberta, British Columbia, Manitoba, Saskatchewan","",""
"3790","Northern Pygmy-Owl","NOPO",506,"Glaucidium gnoma","3, 3B, 3A, 4","3, 3B, 3A, 4","","",""
"3800","Ferruginous Pygmy-Owl","FEPO",507,"Glaucidium brasilianum","3B, 3A, 3","3B, 3A, 3","Y","",""
"3810","Elf Owl","ELOW",508,"Micrathene whitneyi","2, 2A","2, 2A, 3","","",""
"3813","Orange-fronted Parakeet","OFPA",622,"Eupsittula canicularis","3A, 3B","3A, 3B","","",""
"3814","Brown-throated Parakeet","BTPA",623,"Eupsittula pertinax","3, 2","3, 2","","",""
"3815","Blue-crowned Lorikeet","BCLO",619,"Vini australis","2, 3","2, 3","","",""
"3824","Monk Parakeet","MOPA",620,"Myiopsitta monachus","4","4","","",""
"3827","Hispaniolan Parrot","HPRT",627,"Amazona ventralis","6","6","","",""
"3830","Smooth-billed Ani","SBAN",494,"Crotophaga ani","3A, 4","3A, 4","","",""
"3840","Groove-billed Ani","GBAN",495,"Crotophaga sulcirostris","3A, 3B, 3","3A, 3B, 3, 4","","",""
"3850","Greater Roadrunner","GRRO",493,"Geococcyx californianus","5","5, 4, 4A","","",""
"3851","Puerto Rican Lizard-Cuckoo","PRLC",491,"Coccyzus vieilloti","3B, 3, 3A","3B, 3, 3A","","",""
"3860","Mangrove Cuckoo","MACU",489,"Coccyzus minor","2, 3, 3B","2, 3, 3B","","",""
"3870","Yellow-billed Cuckoo","YBCU",487,"Coccyzus americanus","2, 3","2, 3","","",""
"3871","Western Yellow-billed Cuckoo","WYBC",488,"Coccyzus americanus","2, 3","2, 3","Y","",""
"3880","Black-billed Cuckoo","BBCU",490,"Coccyzus erythropthalmus","2, 3","2, 3","","",""
"3890","Elegant Trogon","ELTR",570,"Trogon elegans","3, 2, 1D","3, 2, 1D, 1A","","",""
"3900","Belted Kingfisher","BEKI",578,"Megaceryle alcyon","3A, 3B, 3","3A, 3B, 3, 4","","",""
"3901","Ringed Kingfisher","RIKI",577,"Megaceryle torquata","4","4, 3A, 4A","","",""
"3910","Green Kingfisher","GKIN",579,"Chloroceryle americana","1D, 1A, 2","1D, 1A, 2","","",""
"3912","Puerto Rican Tody","PRTO",573,"Todus mexicanus","X, 0A, 0","X, 0A, 0","","",""
"3930","Hairy Woodpecker","HAWO",596,"Dryobates villosus","1D, 2, 1A","1D, 2, 1A","","",""
"3940","Downy Woodpecker","DOWO",595,"Dryobates pubescens","1B","1B, 1A, 1P","","",""
"3950","Red-cockaded Woodpecker","RCWO",598,"Dryobates borealis","1A","1A, 1B","Y","",""
"3960","Ladder-backed Woodpecker","LBWO",593,"Dryobates scalaris","1A, 1B","1A, 1B","","",""
"3970","Nuttall's Woodpecker","NUWO",594,"Dryobates nuttallii","1A, 1B","1A, 1B","","",""
"3980","Arizona Woodpecker","ARWO",597,"Dryobates arizonae","1A","1A, 1B, 1D","","",""
"3990","White-headed Woodpecker","WHWO",599,"Picoides albolarvatus","1D, 2, 1A","1D, 2, 1A","British Columbia","",""
"4000","Black-backed Woodpecker","BBWO",601,"Picoides arcticus","2","2, 1D","","",""
"4010","American Three-toed Woodpecker","ATTW",600,"Picoides dorsalis","2","2, 1D","","",""
"4020","Yellow-bellied Sapsucker","YBSA",589,"Sphyrapicus varius","1B, 1A","1B, 1A, 1D","","",""
"4021","Red-naped Sapsucker","RNSA",590,"Sphyrapicus nuchalis","1A, 1B","1A, 1B","","",""
"4023","Hybrid Sapsucker","HYSA",592,"","1A, 1B","1A, 1B, 1D","","",""
"4030","Red-breasted Sapsucker","RBSA",591,"Sphyrapicus ruber","1A, 1B, 1D","1A, 1B, 1D, 2","","",""
"4040","Williamson's Sapsucker","WISA",588,"Sphyrapicus thyroideus","1A","1A, 1B, 1D","British Columbia","",""
"4050","Pileated Woodpecker","PIWO",606,"Dryocopus pileatus","4, 3A","4, 3A, 3B, 4A","","",""
"4060","Red-headed Woodpecker","RHWO",582,"Melanerpes erythrocephalus","2, 1D, 2A","2, 1D, 2A","Manitoba, Ontario, Québec, Saskatchewan","",""
"4070","Acorn Woodpecker","ACWO",583,"Melanerpes formicivorus","2, 1D, 2A","2, 1D, 2A, 1A, 3","","",""
"4071","Puerto Rican Woodpecker","PRWO",581,"Melanerpes portoricensis","2, 1D, 2A","2, 1D, 2A, 3","","",""
"4080","Lewis's Woodpecker","LEWO",580,"Melanerpes lewis","3, 2","3, 2","British Columbia","",""
"4090","Red-bellied Woodpecker","RBWO",586,"Melanerpes carolinus","2","2, 2A","","",""
"4092","West Indian Woodpecker","WIWO",587,"Melanerpes superciliaris","3, 2A, 2","3, 2A, 2","","",""
"4100","Golden-fronted Woodpecker","GFWO",585,"Melanerpes aurifrons","2","2","","",""
"4110","Gila Woodpecker","GIWO",584,"Melanerpes uropygialis","2, 3, 2A","2, 3, 2A","","",""
"4120","Yellow-shafted Flicker","YSFL",602,"Colaptes auratus auratus","3, 3B","3, 3B, 2, 3A","","",""
"4123","Flicker Intergrade","FLIN",603,"Colaptes auratus","3, 3B","3, 3B, 2, 3A","","",""
"4130","Red-shafted Flicker","RSFL",604,"Colaptes auratus cafer","3, 3B","3, 3B, 2, 3A","","",""
"4140","Gilded Flicker","GIFL",605,"Colaptes chrysoides","3","3","","",""
"4160","Chuck-will's-widow","CWWI",526,"Antrostomus carolinensis","3","3","","",""
"4161","Buff-collared Nightjar","BCNI",527,"Antrostomus ridgwayi","2","2","","",""
"4170","Eastern Whip-poor-will","EWPW",528,"Antrostomus vociferus","1D, 2, 1A","1D, 2, 1A","Manitoba, New Brunswick, Nova Scotia, Ontario, Québec, Saskatchewan","",""
"4171","Puerto Rican Nightjar","PRNI",530,"Antrostomus noctitherus","1D, 1A, 2","1D, 1A, 2","Y","",""
"4172","Mexican Whip-poor-will","MWPW",529,"Antrostomus arizonae","1D, 1A, 2","1D, 1A, 2","","",""
"4180","Common Poorwill","COPO",525,"Phalaenoptilus nuttallii","1A, 1D, 2","1A, 1D, 2, 1B","","",""
"4190","Common Pauraque","COPA",524,"Nyctidromus albicollis","2, 1D","2, 1D, 1A","","",""
"4200","Common Nighthawk","CONI",522,"Chordeiles minor","1D, 2, 1A","1D, 2, 1A","Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Nova Scotia, Ontario, Prince Edward Island, Québec, Saskatchewan, Yukon Territory, Northwest Territories, Nunavut","",""
"4210","Lesser Nighthawk","LENI",521,"Chordeiles acutipennis","1D, 1A, 2","1D, 1A, 2","","",""
"4220","Black Swift","BLSW",531,"Cypseloides niger","1A, 1B","1A, 1B","Alberta, British Columbia","",""
"4230","Chimney Swift","CHSW",532,"Chaetura pelagica","1B, 1","1B, 1, 1A","Manitoba, New Brunswick, Nova Scotia, Ontario, Québec, Saskatchewan","",""
"4240","Vaux's Swift","VASW",533,"Chaetura vauxi","1","1","","",""
"4250","White-throated Swift","WTSW",538,"Aeronautes saxatalis","2","2","","",""
"4260","Magnificent Hummingbird","MAHU",545,"Eugenes fulgens","X","X","","",""
"4261","Plain-capped Starthroat","PCST",546,"Heliomaster constantii","X","X","","",""
"4270","Blue-throated Hummingbird","BLUH",547,"Lampornis clemenciae","X","X","","",""
"4271","Green Violetear","GVIO",539,"Colibri thalassinus","X","X","","",""
"4280","Ruby-throated Hummingbird","RTHU",550,"Archilochus colubris","X","X","","",""
"4290","Black-chinned Hummingbird","BCHU",551,"Archilochus alexandri","X","X","","",""
"4300","Costa's Hummingbird","COHU",553,"Calypte costae","X","X","","",""
"4310","Anna's Hummingbird","ANHU",552,"Calypte anna","X","X","","",""
"4320","Broad-tailed Hummingbird","BTLH",555,"Selasphorus platycercus","X","X","","",""
"4330","Rufous Hummingbird","RUHU",556,"Selasphorus rufus","X","X","","",""
"4340","Allen's Hummingbird","ALHU",557,"Selasphorus sasin","X","X","","",""
"4350","Bumblebee Hummingbird","BUHU",554,"Atthis heloisa","X","X","","",""
"4360","Calliope Hummingbird","CAHU",560,"Selasphorus calliope","X","X","","",""
"4361","Jamaican Mango","JAMA",543,"Anthracothorax mango","X","X","","",""
"4362","Green Mango","GRMA",542,"Anthracothorax viridis","X","X","","",""
"4363","Green-throated Carib","GTCA",544,"Eulampis holosericeus","X","X","","",""
"4364","Antillean Crested Hummingbird","ACHU",563,"Orthorhyncus cristatus","X","X","","",""
"4366","Green-breasted Mango","GREM",540,"Anthracothorax prevostii","X","X","","",""
"4370","Lucifer Hummingbird","LUHU",549,"Calothorax lucifer","X","X","","",""
"4371","Bahama Woodstar","BAWO",548,"Nesophlox evelynae","X","X","","",""
"4380","Rufous-tailed Hummingbird","RUFH",565,"Amazilia tzacatl","X","X","","",""
"4381","Berylline Hummingbird","BEHU",564,"Amazilia beryllina","X","X","","",""
"4390","Buff-bellied Hummingbird","BUFH",566,"Amazilia yucatanensis","X","X","","",""
"4391","Violet-crowned Hummingbird","VCHU",567,"Amazilia violiceps","X","X","","",""
"4401","White-eared Hummingbird","WEHU",569,"Hylocharis leucotis","X","X","","",""
"4402","Puerto Rican Emerald","PREM",561,"Chlorostilbon maugaeus","X","X","","",""
"4408","Hybrid Hummingbird","HYHU",558,"","X","X","","",""
"4409","Unidentified Hummingbird","UNHU",559,"","X","X","","",""
"4410","Broad-billed Hummingbird","BBLH",562,"Cynanthus latirostris","X","X","","",""
"4411","Rose-throated Becard","RTBE",686,"Pachyramphus aglaiae","1B, 1A, 1","1B, 1A, 1","","",""
"4420","Fork-tailed Flycatcher","FTFL",685,"Tyrannus savana","1A, 1B, 1","1A, 1B, 1","","",""
"4430","Scissor-tailed Flycatcher","STFL",684,"Tyrannus forficatus","1A","1A, 1B","","",""
"4440","Eastern Kingbird","EAKI",681,"Tyrannus tyrannus","1B","1B, 1A","","",""
"4450","Gray Kingbird","GRAK",682,"Tyrannus dominicensis","1A, 1D, 1B","1A, 1D, 1B, 2","","",""
"4451","Thick-billed Kingbird","TBKI",679,"Tyrannus crassirostris","1A","1A","","",""
"4452","Loggerhead Kingbird","LOKI",683,"Tyrannus caudifasciatus","1A, 1B","1A, 1B","","",""
"4460","Tropical Kingbird","TRKI",676,"Tyrannus melancholicus","1A, 1B, 1D","1A, 1B, 1D","","",""
"4461","Couch's Kingbird","COKI",677,"Tyrannus couchii","1A, 1B","1A, 1B","","",""
"4470","Western Kingbird","WEKI",680,"Tyrannus verticalis","1A, 1B","1A, 1B","","",""
"4480","Cassin's Kingbird","CAKI",678,"Tyrannus vociferans","1A","1A, 1B","","",""
"4490","Great Kiskadee","GKIS",674,"Pitangus sulphuratus","2, 1D","2, 1D, 1A","","",""
"4510","Sulphur-bellied Flycatcher","SBFL",675,"Myiodynastes luteiventris","1B, 1A","1B, 1A","","",""
"4520","Great Crested Flycatcher","GCFL",668,"Myiarchus crinitus","1A, 1B","1A, 1B, 1P","","",""
"4530","Brown-crested Flycatcher","BCFL",669,"Myiarchus tyrannulus","1A","1A, 1B, 1P","","",""
"4531","Nutting's Flycatcher","NUFL",667,"Myiarchus nuttingi","1B","1B","","",""
"4540","Ash-throated Flycatcher","ATFL",666,"Myiarchus cinerascens","1B, 1A, 1","1B, 1A, 1","","",""
"4550","Dusky-capped Flycatcher","DCFL",665,"Myiarchus tuberculifer","1B, 1, 1C","1B, 1, 1C","","",""
"4551","La Sagra's Flycatcher","LSFL",670,"Myiarchus sagrae","1, 1B, 1C","1, 1B, 1C","","",""
"4552","Puerto Rican Flycatcher","PRFL",672,"Myiarchus antillarum","1B, 1A, 1","1B, 1A, 1","","",""
"4553","Stolid Flycatcher","STOF",671,"Myiarchus stolidus","1B","1B, 1, 1A","","",""
"4554","Lesser Antillean Flycatcher","LESF",673,"Myiarchus oberi","1B","1B","","",""
"4560","Eastern Phoebe","EAPH",661,"Sayornis phoebe","0, 1C, 1","0, 1C, 1, 0A","","",""
"4570","Say's Phoebe","SAPH",662,"Sayornis saya","1, 1C","1, 1C, 0, 1B","","",""
"4580","Black Phoebe","BLPH",660,"Sayornis nigricans","1, 1C","1, 1C, 0, 1B","","",""
"4590","Olive-sided Flycatcher","OSFL",637,"Contopus cooperi","1B, 1, 1C","1B, 1, 1C, 1A","Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Nova Scotia, Ontario, Prince Edward Island, Québec, Saskatchewan, Yukon Territory, Northwest Territories","",""
"4600","Greater Pewee","GRPE",638,"Contopus pertinax","1B, 1","1B, 1","","",""
"4610","Eastern Wood-Pewee","EAWP",640,"Contopus virens","0A, 0, 1C, 1","0A, 0, 1C, 1","","",""
"4620","Western Wood-Pewee","WEWP",639,"Contopus sordidulus","0A, 0, 1C, 1","0A, 0, 1C, 1","","",""
"4621","Cuban Pewee","CUPE",641,"Contopus caribaeus","0, 0A, 1","0, 0A, 1","","",""
"4622","Lesser Antillean Pewee","LAPE",644,"Contopus latirostris","0, 0A, 1C","0, 0A, 1C, 1","","",""
"4623","Jamaican Pewee","JAPE",642,"Contopus pallidus","0, 1C, 1","0, 1C, 1","","",""
"4624","Hispaniolan Pewee","HIPE",643,"Contopus hispaniolensis","0, 1C, 1","0, 1C, 1","","",""
"4630","Yellow-bellied Flycatcher","YBFL",645,"Empidonax flaviventris","0A, 0","0A, 0, 1C","","",""
"4640","Cordilleran Flycatcher","COFL",657,"Empidonax occidentalis","0A, 0","0A, 0, 1C","","",""
"4641","Pacific-slope Flycatcher","PSFL",655,"Empidonax difficilis","0A, 0","0A, 0, 1C","","",""
"4649","Western Flycatcher","WEFL",656,"","0A, 0","0A, 0, 1C","","",""
"4650","Acadian Flycatcher","ACFL",646,"Empidonax virescens","0A, 0","0A, 0, 1C","Ontario","",""
"4660","Willow Flycatcher","WIFL",649,"Empidonax traillii","0A, 0","0A, 0, 1C","","",""
"4661","Alder Flycatcher","ALFL",647,"Empidonax alnorum","0A, 0","0A, 0, 1C","","",""
"4664","Southwestern Willow Flycatcher","SWFL",650,"Empidonax traillii extimus","0, 0A","0, 0A, 1C","Y","",""
"4669","Traill's Flycatcher","TRFL",648,"","0A, 0","0A, 0, 1, 1C","","",""
"4670","Least Flycatcher","LEFL",651,"Empidonax minimus","0A, 0","0A, 0, 1C","","",""
"4679","Unidentified Empidonax","UNEM",659,"","0A, 0","0A, 0","","",""
"4680","Hammond's Flycatcher","HAFL",652,"Empidonax hammondii","0A, 0","0A, 0, 1C","","",""
"4690","Dusky Flycatcher","DUFL",654,"Empidonax oberholseri","0A, 0","0A, 0, 1C","","",""
"4691","Gray Flycatcher","GRFL",653,"Empidonax wrightii","0A, 0","0A, 0, 1C","","",""
"4700","Buff-breasted Flycatcher","BBFL",658,"Empidonax fulvifrons","0A, 0","0A, 0, 1C","","",""
"4710","Vermilion Flycatcher","VEFL",663,"Pyrocephalus rubinus","0, 0A, 1C, 1","0, 0A, 1C, 1","","",""
"4711","Greenish Elaenia","GREL",633,"Myiopagis viridicata","0A, 0","0A, 0","","",""
"4720","Northern Beardless-Tyrannulet","NBTY",631,"Camptostoma imberbe","0A, 0","0A, 0","","",""
"4721","Caribbean Elaenia","CAEL",634,"Elaenia martinica","1, 1C, 0, 1B","1, 1C, 0, 1B","","",""
"4730","Eurasian Skylark","EUSK",745,"Alauda arvensis","1B","1B","","",""
"4740","Horned Lark","HOLA",746,"Eremophila alpestris","1B","1B, 1, 1A","British Columbia","",""
